Type,Freq.Const.Speaker,Agt.Freq.Noun,Tense,Pr.2.Pr,Co.2.Pr,Polarity,Style,Gender,Age,Education
Plural,0.3261,0.12,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.3191,0.015,Present-Preterit,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.3125,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.3061,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.32,0.03,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.3137,0.005,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0,0.045,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0,0.04,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.5,0.22,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.3333,0.09,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.25,0,Present-Preterit,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.2,0.02,All.Others,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.3333,0.02,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.4286,0.03,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.375,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.3333,0.05,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.4,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.4545,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.5,0.105,All.Others,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.5385,0.3,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.5,0.12,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.5333,0.12,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.5625,0.135,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.5294,0.005,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.5,0.005,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.4737,0.01,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.45,0.01,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.4286,0.05,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.4091,0.05,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.3913,0.015,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.4167,0.065,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.4,0.01,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.3846,0.19,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.4074,0.075,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.3929,0,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.3793,0.09,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.3667,0.09,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.3548,0.095,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.375,0.015,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0,0.005,All.Others,No.Priming,Pluralized,Positive,Interview,Female,Oldest.Speakers,University
Singular,0.3333,0.03,Present-Preterit,No.Priming,No.Priming,Positive,Interview,Female,Oldest.Speakers,University
Plural,0.25,0.12,All.Others,No.Priming,Pluralized,Positive,Interview,Female,Oldest.Speakers,University
Plural,0.4,0.12,All.Others,Pluralized,Pluralized,Positive,Interview,Female,Oldest.Speakers,University
Plural,0.5,0.15,All.Others,Pluralized,Pluralized,Positive,Interview,Female,Oldest.Speakers,University
Singular,0.5714,0,Present-Preterit,No.Priming,No.Priming,Positive,Interview,Female,Oldest.Speakers,University
Plural,0.4,0.145,All.Others,No.Priming,Pluralized,Positive,Interview,Female,Oldest.Speakers,University
Plural,0.4545,0.14,All.Others,Pluralized,Pluralized,Positive,Interview,Female,Oldest.Speakers,University
Plural,0.5,0.01,All.Others,Pluralized,Pluralized,Positive,Interview,Female,Oldest.Speakers,University
Plural,0.5385,0.01,All.Others,Pluralized,Pluralized,Positive,Interview,Female,Oldest.Speakers,University
Plural,0.5714,0.145,All.Others,Pluralized,Pluralized,Positive,Interview,Female,Oldest.Speakers,University
Plural,0.6,0.185,All.Others,Pluralized,No.Priming,Positive,Interview,Female,Oldest.Speakers,University
Singular,0.625,0.185,Present-Preterit,Pluralized,No.Priming,Positive,Interview,Female,Oldest.Speakers,University
Singular,0.5882,0,Present-Preterit,Singular,No.Priming,Positive,Interview,Female,Oldest.Speakers,University
Singular,0.5556,0,Present-Preterit,Singular,No.Priming,Positive,Interview,Female,Oldest.Speakers,University
Singular,0.5263,0.02,All.Others,No.Priming,Pluralized,Positive,Interview,Female,Oldest.Speakers,University
Singular,0.5,0.02,Present-Preterit,Singular,Singular,Positive,Interview,Female,Oldest.Speakers,University
Singular,0.4762,0.005,Present-Preterit,No.Priming,Pluralized,Positive,Interview,Female,Oldest.Speakers,University
Plural,0.4545,0.01,All.Others,Singular,Pluralized,Positive,Interview,Female,Oldest.Speakers,University
Singular,0.4783,0.01,Present-Preterit,Pluralized,No.Priming,Positive,Interview,Female,Oldest.Speakers,University
Plural,0.44,0.18,All.Others,No.Priming,Pluralized,Positive,Interview,Female,Oldest.Speakers,University
Plural,0.4615,0,All.Others,Pluralized,Pluralized,Positive,Interview,Female,Oldest.Speakers,University
Plural,0.4815,0,All.Others,Pluralized,Pluralized,Negative,Interview,Female,Oldest.Speakers,University
Singular,0.5,0.105,Present-Preterit,Pluralized,Pluralized,Positive,Interview,Female,Oldest.Speakers,University
Singular,0.4828,0.105,Present-Preterit,Singular,No.Priming,Positive,Interview,Female,Oldest.Speakers,University
Singular,0.4667,0.185,Present-Preterit,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.4375,0,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.4242,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.4118,0.03,All.Others,Singular,Singular,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.4,0.005,Present-Preterit,Singular,Singular,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3889,0.12,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3784,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3684,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.359,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.35,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3415,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3333,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3256,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3182,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3111,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3043,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2979,0.14,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2917,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2857,0.005,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.28,0.005,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2745,0.02,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2692,0.005,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2642,0.005,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2593,0.005,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2545,0.035,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.25,0.035,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.2456,0.005,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2586,0.035,Present-Preterit,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2542,0.005,Present-Preterit,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.25,0.005,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2459,0.005,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.2419,0.07,All.Others,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.25,0.015,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.2615,0.015,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2727,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.2687,0.12,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2754,0.015,Present-Preterit,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2817,0.015,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.2778,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.2838,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.2933,0.03,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.3026,0.015,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.3077,0.015,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.3165,0.045,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.321,0.045,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.3293,0.04,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.3373,0.04,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3452,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.3412,0.22,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3488,0.09,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3448,0.03,Present-Preterit,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3556,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.3516,0.02,All.Others,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.3587,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3656,0.03,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3617,0,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.3579,0.05,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.3608,0.04,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.3673,0.04,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3737,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.37,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3663,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.3627,0.105,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3689,0.3,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3714,0.12,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3679,0.12,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.3645,0.235,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3761,0.12,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.3694,0.235,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.3717,0.135,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.3772,0.135,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.3826,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.3879,0.01,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.3932,0.01,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.3917,0.05,Present-Preterit,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.4016,0.015,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
