norm_F1,Proactive,Reactive,Style,BirthYear,Sex,PartnerEthnicity,PhillyLiveTime,HighSchoolType,Occupation_Group,wordLength
750,Weaker Proactive Control,Weaker Reactive Control,Read,1979,Female,Puerto Rican,Since high school,Public,Production,5
557,Weaker Proactive Control,Weaker Reactive Control,Read,1979,Female,Puerto Rican,Since high school,Public,Production,4
789,Weaker Proactive Control,Weaker Reactive Control,Read,1979,Female,Puerto Rican,Since high school,Public,Production,5
853,Weaker Proactive Control,Weaker Reactive Control,Conversational,1979,Female,Puerto Rican,Since high school,Public,Production,1
601,Weaker Proactive Control,Weaker Reactive Control,Read,1979,Female,Puerto Rican,Since high school,Public,Production,5
624,Weaker Proactive Control,Weaker Reactive Control,Conversational,1979,Female,Puerto Rican,Since high school,Public,Production,1
692,Weaker Proactive Control,Weaker Reactive Control,Conversational,1979,Female,Puerto Rican,Since high school,Public,Production,2
1044,Weaker Proactive Control,Weaker Reactive Control,Conversational,1979,Female,Puerto Rican,Since high school,Public,Production,1
886,Weaker Proactive Control,Weaker Reactive Control,Read,1979,Female,Puerto Rican,Since high school,Public,Production,4
718,Weaker Proactive Control,Weaker Reactive Control,Conversational,1979,Female,Puerto Rican,Since high school,Public,Production,4
1037,Weaker Proactive Control,Weaker Reactive Control,Conversational,1979,Female,Puerto Rican,Since high school,Public,Production,5
803,Weaker Proactive Control,Weaker Reactive Control,Read,1979,Female,Puerto Rican,Since high school,Public,Production,4
1063,Weaker Proactive Control,Weaker Reactive Control,Conversational,1979,Female,Puerto Rican,Since high school,Public,Production,1
674,Weaker Proactive Control,Weaker Reactive Control,Conversational,1979,Female,Puerto Rican,Since high school,Public,Production,4
780,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
751,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
867,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
1137,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
766,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
1137,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
974,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
906,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
821,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
839,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
810,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
633,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
1136,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
633,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
756,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
855,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
783,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
712,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
951,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,7
765,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
893,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
720,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
855,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
720,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
855,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
1181,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
855,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
868,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
1168,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
633,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
833,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
697,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
1168,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
901,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
901,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
1002,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
878,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
928,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
1181,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
745,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
987,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
1168,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
928,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
633,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
878,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
929,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
1136,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
745,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
894,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
922,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
808,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
1181,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
894,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
1002,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
819,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
951,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
819,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
843,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
929,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
843,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
839,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
867,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
810,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
633,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
775,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
843,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
820,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
987,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
951,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
1168,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
1181,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
971,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
1052,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
1181,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
1052,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
1006,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
1006,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
1006,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
1006,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
833,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
842,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
1056,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
746,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
903,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
1078,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,1
903,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
709,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,4
878,Weaker Proactive Control,Stronger Reactive Control,Conversational,1998,Female,Puerto Rican,My whole life,Charter,Student,2
