type,noun,Typical.Action.Chain.Pos,province,state,negation,broad.regions,locality,before,token,after,tense,corpus,long,lat,characters_before_noun,noun_length
singular,botes,tail.setting,Madrid,Community of Madrid,present,Center,Madrid,en_sp000 la_da0000 consulta_nc0s000 del_sp000 pediatra_nc0s000 no_rn,debe_vmip000 haber_van0000,botes_nc0p000 de_sp000 leche_nc0s000 artificial_aq0000 según_cs cód_vmm0000 ._fpregulación_nc0s000 de_sp000 sucedáneos_nc0p000 de_sp000 #lechematerna_aq0000 #lactanciaxdinero_nc0s000,other,Twitter,-3.7037902,40.4167754,81,5
singular,bomberos,head,Burgos,Castile and León,present,Center,Burgos,._fpcorreodeburgos_rg queda_vmip000 la_da0000 esperanza_nc0s000 de_sp000 que_cs la_pp000000 sra_vmip000 conde_nc0s000 se_p0000000 refiera_vmsi000 a_sp000 que_cs a_sp000 partir_vmn0000 de_sp000 la_da0000 madrugada_nc0s000 del_sp000 domingo_w al_aq0000 lunes_w ya_rg no_rn,hubo_vais000,bomberos_nc0p000,synthetic.preterit,Twitter,-3.696906,42.3439925,0,8
singular,problemas,tail.setting,Asturias,Asturias,present,North,Gijón,liberbank_vmis000 efectivamente_rg no_rn,hubo_vais000,"problemas_nc0p000 ,_fc pero_cc q_vmm0000 las_da0000 chicas_nc0p000 d_np00000 atención_nc0s000 telefónica_aq0000 se_p0000000 informen_vmsp000 antes_rg d_np00000 informar.suc_np00000 -lrb-_np00000 0165_w -rrb-_aq0000 aun_cs esta_dd0000 operativa_aq0000",synthetic.preterit,Twitter,-5.6611195,43.5322015,111,9
singular,armas,head,Alicante,Valencian Community,absent,East,Alicante,vídeo_nc0s000 :_fd cuando_cs aznar_vmn0000 aseguraba_vmii000 que_cs,había_vaii000,"armas_nc0p000 de_sp000 destrucción_nc0s000 masiva_aq0000 en_sp000 irak_nc0s000 :_fd ""_fe estoy_vmip000 diciendo_vmg0000 la_da0000 verdad_nc0s000 ""_fe https://t.co/onfjue9rm9",other,Twitter,-0.4906855,38.3459963,85,5
singular,entradas,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,me_p0000000 sorprende_vmip000 que_cs,siga_vmsp000 habiendo_vag0000,entradas_nc0p000 tras_sp000 pasar_vmn0000 más_rg de_sp000 2_z0 horas_nc0p000 y_cc media.corred_np00000 !!_vaip000httpst.co8mwbfuahh9_nc0s000,other,Twitter,-3.7037902,40.4167754,57,8
singular,rumores,tail.setting,Sevilla,Andalusia,absent,South,Seville,@trappedindejavu_np00000 es_vsip000 muy_rg trágico_aq0000 pero_cc es_vsip000 que_cs buscandola_vmip000 vi_vmis000 que_cs,había_vaii000,rumores_nc0p000 de_sp000 que_cs planean_vmip000 una_di0000 segunda_ao0000 parte_nc0s000 muero_nc0s000,other,Twitter,-5.9844589,37.3890924,39,7
singular,problemas,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,"el_da0000 cenutrio_nc0s000 va_vmip000 a_sp000 lograr_vmn0000 que_cs su_dp0000 hijo_nc0s000 se_pp000000 llame_vmip000 lobo_nc0s000 ._fpla_da0000 hija_nc0s000 siguiente_aq0000 oveja_nc0s000 ,_fc supongo_vmip000 .",habrá_vaif000,problemas_nc0p000 de_sp000 violencia_nc0s000 animal_aq0000 en_sp000 la_da0000 familia._np00000,other,Twitter,-3.7037902,40.4167754,35,9
singular,personas,head,Córdoba,Andalusia,absent,South,Córdoba,@jpelirrojo_nc0s000 estoy_vmip000 muy_rg de_sp000 acuerdo_nc0s000 contigo_aq0000 ..._fs me_p0000000 parece_vmip000 penoso_aq0000 que_cs,siga_vmsp000 habiendo_vag0000,personas_nc0p000 que_pr000000 se_p0000000 diviertan_vmip000 con_sp000 el_da0000 maltrato_nc0s000 animal...,other,Twitter,-4.7793835,37.8881751,43,8
singular,tronistas,head,Granada,Andalusia,absent,South,Granada,,habrá_vaif000,tronistas_nc0p000 gays_aq0000 en_sp000 mujeres_nc0p000 y_cc hombres_nc0p000 y_cc vicerversa_nc0s000 httpst.coturgqra0mc_z0 httpst.coqvj5algguj_nc0s000,other,Twitter,-3.5985571,37.1773363,79,9
singular,mujeres,head,Albacete,Castilla-La-Mancha,absent,Center,Liétor," bueno, como ",había," tantas mujeres,",other,Coser,-1.9532994,38.5416545,9,7
singular,asesinatos,tail.setting,Barcelona,Catalonia,absent,East,Barcelona,pipote_nc0s000 sabes_vmip000 qué_pt000000 también_rg,hubo_vais000,asesinatos_nc0p000 de_sp000 derechistas_nc0p000 es_vsip000 que_pr000000 siempre_rg se_pp000000 os_pp000000 olvida_vmip000 #quecosas_aq0000,synthetic.preterit,Twitter,2.1734035,41.3850639,53,10
singular,personas,head,Jaén,Andalusia,absent,South,Martos,como_cs,puede_vmip000 haber_van0000,personas_nc0p000 tan_rg sumamente_rg necias_aq0000,other,Twitter,-3.9699874,37.7182399,21,8
plural,compradores,head,Castellón,Valencian Community,absent,East,Castellón de la Plana,ppascualpareja_aq0000 manuelcruzcs_nc0p000 vicas18_nc0s000 si_cs liquidación_nc0s000 d_np00000 la_da0000 basura_nc0s000 q_np00000 hay_vaip000 ._fpcon_sp000 un_di0000 más_rg deuda_nc0s000,habrán_vaif000,compradores_nc0p000 a_sp000 patadas._nc0p000,other,Twitter,-0.0513246,39.9863563,11,11
singular,temporadas,tail.setting,Provincia,Andalucía,absent,South,San José de Malcocinado,porque ,había, temporadas que nos juntábamos entre albañiles y cosas de esas nos juntábamos a,other,Coser,-5.867778,36.358333,69,10
singular,personas,head,Granada,Andalusia,absent,South,Granada,que_cs,haya_vasp000,personas_nc0p000 así_rg en_sp000 españa_nc0s000 me_p0000000 asombra_vmsp000 sinceramente_rg,other,Twitter,-3.5985571,37.1773363,38,8
singular,conceptos,tail.setting,Madrid,Community of Madrid,present,Center,Madrid,__vaip000 pampero_nc0s000 __aq0000 fallos_nc0p000 conceptuales_aq0000 ._fp-lrb-_vsis000 no_rn hay_vaip000 que_cs olvidar_vmn0000 que_cs su_dp0000 formación_nc0s000 fue_vsis000 autodidacta_aq0000 y_cc,había_vaii000,conceptos_nc0p000 que_pr000000 no_rn,other,Twitter,-3.7037902,40.4167754,7,9
singular,recursos,tail.setting,Lugo,Galicia,absent,North,Lugo,._fpfeijoogalicia_rg pido_vmip000 el_da0000 voto_nc0s000 para_sp000 que_cs disminuya_vmsp000 el_da0000 paro_nc0s000 y_cc,haya_vasp000,recursos_nc0p000 para_sp000 hacer_vmn0000 más_rg y_cc mejores_aq0000 cosas_nc0p000 #feijóoencamiño_nc0s000,other,Twitter,-7.5567582,43.0097384,47,8
singular,bichos,head,Badajoz,Extremadura,absent,South,Azuaga,"si_cs eres_vsip000 rico_aq0000 ,_fc en_sp000 tu_dp0000 casa_nc0s000",habrá_vaif000,más_rg bichos_nc0p000 httpst.coeqqeevoleu_nc0s000,other,Twitter,-5.6747209,38.261262,24,6
singular,multas,tail.setting,Valladolid,Castile and León,absent,Center,Valladolid,"el_da0000 confidencial_aq0000 verdades_nc0p000 y_cc mentiras_nc0p000 del_sp000 tranvía_nc0s000 de_sp000 parla_nc0s000 no_rn hay_vaip000 culpables_nc0p000 penales_aq0000 ,_fc",puede_vmip000 haber_van0000,multas_nc0p000 ._fphttpst.cobqmtrbtgzv,other,Twitter,-4.7245321,41.652251,15,6
singular,muertos,tail.setting,Badajoz,Extremadura,absent,South,Tierra de Badajoz,17_z0 jordani_pd000000 mientras_cs,haya_vasp000,"muertos_nc0p000 de_sp000 hambre_nc0s000 gritando_vmg0000 arriba_rg españa_vmip000 y_cc viva_vmm0000 el_da0000 rey_nc0s000 ,_fc no_rn cerraremos_vmif000 la_da0000 herida_nc0s000 tan_rg profunda_aq0000 que_cs nos_p0000000 hicieron._vmip000",other,Twitter,-6.9706535,38.8794495,104,7
singular,dudas,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,por_sp000 si_cs,había_vaii000,"dudas_nc0p000 ,_fc su_dp0000 acercamiento_nc0s000 a_sp000 putin_nc0p000 ..._fs blanco_aq0000 y_cc en_sp000 botella_nc0s000 ._fphttpst.cocecab0tnea_nc0s000",other,Twitter,-3.7037902,40.4167754,65,5
singular,supresiones,tail.setting,Valencia,Valencian Community,absent,East,Valencia,"gaydancer_nc00000 hola_aq0000 carlos_nc0p000 ,_fc ayer_rg",hubo_vais000,supresiones_nc0p000 debido_aq0000 a_sp000 una_di0000 incidencia_nc0s000 de_sp000 tipo_nc0s000 técnico_aq0000 ._fpdisculpa_nc0s000 las_da0000 molestias.saludos._np00000,synthetic.preterit,Twitter,-0.3762881,39.4699075,65,11
singular,firmas,tail.setting,Málaga,Andalusia,absent,South,Málaga,__f0 danielmartin_vmic000 __f0,habrá_vaif000,firmas_nc0p000,other,Twitter,-4.4212655,36.721261,0,6
plural,jugadores,head,Málaga,Andalusia,absent,South,Málaga,"lol_spain_np00000 o_cc se_p0000000 te_pp000000 reicicie_vmsp000 el_da0000 ordenador_nc0s000 ,_fc etc._nc0s000 cuando_pr000000 luego_rg pasan_vmip000 3_z0 minutos_nc0p000",hayan_vasp000,jugadores_nc0p000 que_pr000000 se_pp000000 quedan_vmip000 afk_rg y_cc el_da0000 equipo_nc0s000 se_p0000000 joda_vmip000 por_sp000 ello._nc0s000,other,Twitter,-4.4212655,36.721261,48,9
singular,problemas,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,"jc_nc00000 +_fz siempre_rg que_pr000000 me_p0000000 ves_vmip000 me_pp000000 saludas_vmip000 ,_fc eres_vsip000 majo_nc0s000 y_cc educado_vmp0000 desde_sp000 que_cs",hubo_vais000,problemas_nc0p000 en_sp000 el_da0000 grupo_nc0s000 no_rn hablamos_vmip000,synthetic.preterit,Twitter,-3.7037902,40.4167754,24,9
singular,maneras,tail.setting,Navarra,Navarra,absent,North,Pamplona,,había_vaii000,maneras_nc0p000 y_cc maneras_nc0p000 de_sp000 hacerlo._nc0s000,other,Twitter,-1.6457745,42.812526,15,7
singular,posibilidades,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,"en_sp000 general_nc0s000 ,_fc",habrá_vaif000,"nuevas_aq0000 posibilidades_nc0p000 en_sp000 puertas_nc0p000 ,_fc nuevos_aq0000 conocimientos_nc0p000 y_cc amistades_nc0p000 ._fphttpst.comtzpsaphow_nc0s000 #zodiaco_aq0000 #gratis_nc0n000",other,Twitter,-3.7037902,40.4167754,85,13
singular,rodillos,tail.setting,Madrid,Comunidad de Madrid,absent,Center,Valdilecha, luego después ,había," otros rodillos, los rodillos ",other,Coser,-3.3023856,40.2937839,14,8
singular,alternativas,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,rochas_santiago_nc0s000 fjaureguic_nc0s000 q_np00000 odio_nc0s000 tenéis_aq0000 ._fpasumid_vmip000 ya_rg q_vmis000,pueda_vmsp000 haber_van0000,alternativas_nc0p000 ._fpen_sp000 madrid_np00000 hemos_vaip000 aguantado_vmp0000 a_sp000 los_da0000 caciques_nc0p000 del_sp000 pp_da0000 +_fz d20_z0 años_nc0p000,other,Twitter,-3.7037902,40.4167754,58,12
singular,dudas,tail.setting,Albacete,Castile-La Mancha,absent,Center,Albacete,"franguaitaser_vmn0000 valenciabasket_nc0s000 opiniónyo_vmsi000 lo_pp000000 he_vaip000 visto_vmp0000 poco_rg ,_fc no_rg es_vsip000 lo_da0000 que_pr000000 esperaba_vmii000 ,_fc pero_cc con_sp000 hamilton_van0000 también_rg",había_vaii000,dudas_nc0p000 ..._fs,other,Twitter,-1.8585424,38.994349,4,5
singular,trillos,head,Teruel,Aragón,absent,East,Bronchales,caballerías y unos trillos que,había,y,other,Coser,-1.5880904,40.5088378,1,7
singular,personas,head,Soria,Castilla y León,absent,Center,Tarancueña,pero en mi pueblo ,habría, unos treinta a lo mejor,other,Coser,-3.059811,41.3377983,24,8
singular,noches,tail.setting,León,Castilla y León,absent,Center,Lorenzana, pero es que ,había," noches,",other,Coser,-5.6319946,42.668913,2,6
singular,impostores,head,Madrid,Community of Madrid,absent,Center,Majadahonda,secretosdemadri_rg twitterespanol_nc0s000 es_vsip000 lamentable_aq0000 que_cs,haya_vasp000,"impostores_nc0p000 copiones_nc0p000 en_sp000 esta_dd0000 gran_aq0000 red_nc0s000 social_aq0000 ,_fc haces_vmip000 bien_rg en_sp000 dejar_vmn0000 las_da0000 cosas_nc0p000 claras._np00000",other,Twitter,-3.8683123,40.4737586,73,10
singular,artesanos,head,Zamora,Castilla y León,absent,Center,Villalba de Lampreana,pozos artesianos aquí ,había, muchos,other,Coser,-5.639223,41.7430599,7,9
plural,problemas,tail.setting,Alicante,Valencian Community,absent,East,Benidorm,soloxboxone_nc0s000 el_da0000 mío_dp0000 es_vsip000 digital_aq0000 ._fpcreo_vmip000 que_cs,habían_vaii000,problemas_nc0p000 con_sp000 juegos_nc0p000 comprados_aq0000 en_sp000 la_da0000 tienda_nc0s000 anterior_aq0000 ._fpmiraré_vmif000 a_sp000 ver_vmn0000 ._fpgracias_nc0p000 ..._fs -rrb-_np00000,other,Twitter,-0.1224937,38.5410566,63,9
singular,cardenales,head,Huesca,Aragón,present,East,Banastón, sin yo no ,puede haber," dios, papas y cardenales sí, pontífices no""",other,Coser,0.1672026,42.4061618,34,10
singular,muchos,head,Álava,País Vasco,absent,North,Menagarai,"sí, comadrona, pero aparte de esos ",había," también muchas de aquí ya que tenían, sesenta o setenta años sabían mucho de eso. ",other,Coser,-3.0735861,43.0957124,83,6
singular,hombres,head,Palencia,Castilla y León,absent,Center,Valle de Cerrato,y por eso | luego ,había," muchos hombres allí trabajando,",other,Coser,-4.362294,41.87979,25,7
singular,grifos,tail.setting,León,Castilla y León,present,Center,Cifuentes de Rueda,"como digo, como no ",había," grifos, ",other,Coser,-5.259629,42.6051574,3,6
singular,viñas,tail.setting,Salamanca,Castilla y León,present,Center,Palencia de Negrilla,ya no ,debe de haber," más que dos o tres viñas aquí, ",other,Coser,-2.4907128,38.6665292,27,5
singular,elecciones,tail.setting,Salamanca,Castile and León,absent,Center,Salamanca,"populares_leon_nc00000 ._fpmarianorajoy_vmip000 si_cs el_da0000 psoe_nc0s000 mantiene_vmip000 el_da0000 no_rn ,_fc",habrá_vaif000,elecciones_nc0p000 httpst.cormlljuzy1x_z0 -rrb-_np00000 httpst.coikyz1os1l9_z0,other,Twitter,-5.6635397,40.9701039,46,10
singular,tractores,head,Toledo,Castilla-La-Mancha,present,Center,Tembleque,como no ,había,  [tractores],other,Coser,-3.5041358,39.6958069,4,9
singular,comuniones,tail.setting,Málaga,Andalusia,present,South,Benalmádena,"ojalá_i el_da0000 paguismo_nc0s000 se_p0000000 diera_vmsi000 cuenta_nc0s000 de_sp000 como_cs lo_da0000 empozoñan_nc00000 ._fppero_cc claro_rg ,_fc no_rn saldría_vmic000 el_da0000 pp_nc0n000 ._fpno_rn verían_vmic000 los_da0000 manolos_nc0p000 ,_fc no_rn",habría_vaic000,comuniones_nc0p000 como_cs bodas_nc0p000,other,Twitter,-4.5168056,36.5987966,11,10
singular,filas,tail.setting,León,Castilla y León,absent,Center,Almázcara,"teníamos, ",había," dos filas, o sea la escuela partía por medio",other,Coser,-6.5035348,42.594276,40,5
singular,elecciones,tail.setting,Province of Ourense,Galicia,present,North,Ourense,elmundoespana_aq0000 debéis_nc0p000 uniros_aq0000 coño_i no_rn,puede_vmip000 haber_van0000,más_rg elecciones_nc0p000 sánchez_aq0000 vende_vmip000 a_sp000 su_dp0000 madre_nc0s000 al_nc0n000 diablo_nc0s000 para_sp000 gobernar_vmn0000,other,Twitter,-7.863881,42.3357893,53,10
singular,movimientos,head,Sevilla,Andalusia,absent,South,Seville,#noticias_nc0p000 #sevilla_vmip000 una_di0000 plantilla_nc0s000 a_sp000 perfilar_vmn0000 monchi_np00000 reconoce_vmip000 que_cs aún_rg,habrá_vaif000,"movimientos_nc0p000 ,_fc al_nc0n000 margen_nc0s000 de_sp000 la_da0000 inmin_nc0s000 ..._fs httpst.co23da7lulu8_nc0s000",other,Twitter,-5.9844589,37.3890924,48,11
singular,obras,tail.setting,Sevilla,Andalusia,absent,South,Seville,floris_aq0000 arntzenius_nc0p000 la_da0000 escuela_nc0s000 de_sp000 la_da0000,haya_vasp000,más_rg obras_nc0p000 en_sp000 el_da0000 enlace_nc0s000 httpst.cogokj4b4ipc_z0 httpst.cos0vkkhqzxi_nc0s000,other,Twitter,-5.9844589,37.3890924,57,5
singular,fachas,tail.setting,Biscay,Basque Country,absent,North,Bilbao,mikel_uribe_nc00000 merialriial_aq0000 jaasaaaa_nc0s000 nadie_pi000000 niega_vmip000 que_cs,haya_vasp000,fachas_nc0p000 y_cc fascistas_nc0p000 y_cc de_sp000 todo_di0000 xddd_nc0s000,other,Twitter,-2.9349852,43.2630126,27,6
singular,repercusiones,tail.setting,Valladolid,Castile and León,absent,Center,Valladolid,,habrá_vaif000,"repercusiones_nc0p000 ,_fc uno_pi000000 no_rn le_pp000000 quita_vmip000 la_da0000 razón_nc0s000 a_sp000 su_dp0000 madre_nc0s000 así_rg como_cs así_rg",other,Twitter,-4.7245321,41.652251,51,13
singular,huecos,tail.setting,Madrid,Community of Madrid,present,Center,Getafe,casi_rg no_rn conseguimos_vmip000 coger_vmn0000 el_da0000 primer_ao0000 vuelo_nc0s000 porque_cs no_rn,había_vaii000,huecos_nc0p000 ._fpcon_sp000 eso_pd000000 os_pp000000 digo_vmip000 todo_di0000 empezó_vmis000 intenso_aq0000 el_da0000 día._nc0s000,other,Twitter,-3.7323934,40.3082504,42,6
singular,motosierros,head,Teruel,Aragón,present,East,Alcalá de la Selva,que no ,había," motosierros entonces,",other,Coser,-0.7197269,40.3720048,11,11
singular,años,tail.setting,Soria,Castilla y León,absent,Center,Almajano,aquí ,ha habido, años que se han secao el río y la fuente y to. ,other,Coser,-2.3388044,41.8506238,44,4
plural,gameplays,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,eldiariodedross_nc0p000 con_sp000 tanta_di0000 censura_nc0s000 en_sp000 internet_np00000 sólo_rg,habrán_vaif000,gameplays_nc0p000 y_cc noticias_nc0p000 manipuladas_aq0000,other,Twitter,-3.7037902,40.4167754,23,9
singular,cambios,tail.setting,Barcelona,Catalonia,absent,East,Barcelona,"xpekelol_nc0s000 cualquier_di0000 equipo_nc0s000 no_rn llega_vmip000 a_sp000 semifinales_nc0p000 del_sp000 mundial_nc0s000 ,_fc es_vsip000 cierto_aq0000 que_cs",hubo_vais000,cambios_nc0p000 pero_cc aun_cs así_rg sois_vmip000 la_da0000 caña_nc0s000 !_fat,synthetic.preterit,Twitter,2.1734035,41.3850639,28,7
singular,hornos,tail.setting,Guipúzcoa,País Vasco,absent,North,Gabiria,,había,", pues diez hornos, en el pueblo,",other,Coser,-2.279352,43.0505823,27,6
singular,golpes,tail.setting,Pontevedra,Galicia,absent,North,Vigo,silvia_snikers_nc00000 desde_sp000 1931_z0,hubo_vais000,"golpes_nc0p000 de_sp000 la_da0000 derecha_nc0s000 ,_fc de_sp000 los_da0000 monarquicos_nc0p000 de_sp000 los_da0000 socialistas_nc0p000 ,_fc de_sp000 los_da0000 anarquistas_nc0p000 y_cc al_vmip000 final_nc0s000 los_da0000 militares._nc0p000",synthetic.preterit,Twitter,-8.7207268,42.2405989,101,6
singular,lugares,tail.setting,Huesca,Aragón,absent,East,Banastón,sí que ,había, aquí lagares.,other,Coser,0.1672026,42.4061618,14,7
singular,profesores,head,Badajoz,Extremadura,absent,South,Tierra de Badajoz,romanceisdead_aq0000 ___vaip000 yo_pp000000 estuve_vmis000 estudiando_vmg0000 en_sp000 uno_pi000000 también_rg y_cc,había_vaii000,profesores_nc0p000 que_pr000000 pensaban_vmii000 lo_da0000 mismo_aq0000,other,Twitter,-6.9706535,38.8794495,22,10
singular,grupos,head,Badajoz,Extremadura,absent,South,Tierra de Badajoz,"psoe_vmsp000 y_cc c_np00000 's_np00000 manifestaron_vmis000 que_cs querían_vmii000 estar_vmn0000 en_sp000 la_da0000 oposición_nc0s000 pero_cc ,_fc para_sp000 que_cs",haya_vasp000,"grupos_nc0p000 de_sp000 oposición_nc0s000 ,_fc",other,Twitter,-6.9706535,38.8794495,15,6
singular,pozos,tail.setting,Valladolid,Castilla y León,absent,Center,Cigales,"eníamos pozos en las casas, en... algunas ",había, pozos... ,other,Coser,-4.6980117,41.7580541,5,5
singular,tejedores,head,Huesca,Aragón,absent,East,Oliván,pero en algunos pueblos ,había,[tejedores],other,Coser,-0.3020749,42.5755307,2,9
singular,ranas,head,León,Castilla y León,absent,Center,Lorenzana,[ranas] ,había, muchas. ,other,Coser,-5.6319946,42.668913,9,5
singular,megas,tail.setting,Madrid,Community of Madrid,absent,Center,Leganés,juanfervgc_nc00000 riopaser_nc0s000 según_sp000 la_da0000 filtración_nc0s000 china_aq0000 que_pr000000 confirmo_vmip000 un_di0000 poke_dn0000 pepino_aq0000 de_sp000 mar_nc0s000 y_cc raichu_nc0s000 de_sp000 alola_np00000 si_cs,habrá_vaif000,megas_nc0p000,other,Twitter,-3.7686545,40.3319506,0,5
singular,visitas,tail.setting,Sevilla,Andalusia,absent,South,Seville,"abc_es_nc00000 pues_cs ponedlo_nc0s000 en_sp000 el_da0000 titular_nc0s000 ._fpsi_cs es_vsip000 interesante_aq0000 ,_fc",habrá_vaif000,"visitas_nc0p000 seguro_aq0000 ,_fc de_sp000 lo_da0000 contrario_aq0000 suena_vmip000 a_sp000 anzuelo._nc0n000",other,Twitter,-5.9844589,37.3890924,42,7
singular,puntos,tail.setting,Málaga,Andalusia,absent,South,Málaga,"según_cs nissan_vmm0000 ,_fc en_sp000 2020_w",habrá_vaif000,más_rg puntos_nc0p000 de_sp000 recarga_nc0s000 que_cs gasolineras_nc0p000 en_sp000 reino_nc0s000 unido_aq0000 httpst.cotatsvniv4a_z0 httpst.cok1vwpqhx1b_nc0s000,other,Twitter,-4.4212655,36.721261,86,6
singular,petardos,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,"fantasio1974_z0 virnacotton_vmis000 pedro_altuna_nc0s000 es_vsip000 más_rg ,_fc dice_vmip000 que_cs ha_vaip000 invitado_vmp0000 a_sp000 unos_di0000 amigos_nc0p000 y_cc que_pr000000",habrá_vaif000,petardos_nc0p000 al_aq0000 acabar_vmn0000 la_da0000 fiesta_nc0s000 ._fpun_di0000 planazo_nc0s000,other,Twitter,-3.7037902,40.4167754,30,8
singular,elecciones,tail.setting,Madrid,Community of Madrid,present,Center,Madrid,"eldiarioes_nc00000 prazapublica_aq0000 q_zu bonito_aq0000 ,_fc pq_nc0n000 no_rn",habrá_vaif000,"elecciones_nc0p000 cada_di0000 seis_dn0000 meses_nc0p000 ,_fc así_rg te_pp000000 rebajan_vmsp000 precios_nc0p000 ,_fc te_pp000000 devuelven_vmm0000 lo_pp000000 quitado_vmp0000 ,_fc y_cc no_rn sube_vmip000 nada_pi000000 ,_fc",other,Twitter,-3.7037902,40.4167754,86,10
plural,cacharros,tail.setting,Guadalajara,Castilla-La-Mancha,absent,Center,Yebra,y ,habían," muchos cacharros en las casas, eh",other,Coser,-2.9663075,40.3564009,25,9
singular,necesidades,tail.setting,Valladolid,Castilla y León,absent,Center,Cigales,porque entonces ,había, muchas necesidades en las casas,other,Coser,-5.1907905,42.1751378,21,11
singular,segadores,head,Salamanca,Castilla y León,absent,Center,Puebla de Yeltes,porque ,había, muchísimos segadores.,other,Coser,-6.1812053,40.6260549,13,9
singular,tiros,head,Madrid,Community of Madrid,absent,Center,Madrid,afechevarria_nc0s000,hubo_vais000,"tiros_nc0p000 ,_fc ataques_nc0p000 ,_fc emboscadas_aq0000 y_cc 11_z0 españoles_nc0p000 volvieron_vmis000 en_sp000 cajas_nc0p000 a_sp000 casa_nc0s000 ._fpfue_vsis000 una_di0000 guerra_nc0s000 y_cc sigue_vmip000 siendo_vsg0000 territorio_nc0s000 hostil_aq0000",synthetic.preterit,Twitter,-3.7037902,40.4167754,110,5
singular,remolinos,tail.setting,Málaga,Andalusia,present,South,Málaga,y_cc si_cs me_p0000000 olvidas_aq0000 no_rn,habrá_vaif000,remolinos_nc0p000 ni_cc altibajos_nc0p000 de_sp000 emociones_nc0p000,other,Twitter,-4.4212655,36.721261,26,9
singular,norias,head,Alicante,Comunidad Valenciana,absent,East,Belmonte,no es como antes que ,había, las norias que era el manantial,other,Coser,-2.7055583,39.5579559,26,6
singular,preguntas,tail.setting,Biscay,Basque Country,present,North,Bilbao,'_fz donde_pr000000 nunca_rg,hubo_vais000,preguntas_nc0p000 nunca_rg,synthetic.preterit,Twitter,-2.9349852,43.2630126,6,9
singular,contratos,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,"@24h_tve_z0 ¿_fia la_da0000 audiencia_nc0s000 nacional_aq0000 ,_fc la_da0000 fiscalía_nc0s000 y_cc la_da0000 abog_nc0s000 del_sp000 estado_nc0s000 tenían_vmii000 claro_rg que_cs",había_vaii000,contratos_nc0p000 ficticios_aq0000 y_cc delitos_nc0p000 fiscales_aq0000 y_cc ahora_rg no_rn ?_fit,other,Twitter,-3.7037902,40.4167754,42,9
singular,retrasos,tail.setting,Murcia,Region of Murcia,absent,South,Beniel,encestando_vmg0000 en_sp000 murcia_nc0s000,hubo_vais000,retrasos_nc0p000 en_sp000 los_da0000 pagos_nc0p000 a_sp000 jugadores_nc0p000 nunca_rg ha_vaip000 trascendido_vmp0000 eso_pd000000 ..._fs,synthetic.preterit,Twitter,-1.0018665,38.0463092,54,8
singular,fraguas,tail.setting,Zaragoza,Aragón,absent,East,Urriés,allí ,había," unas fraguas, ",other,Coser,-5.639223,41.7430599,8,7
singular,muchachos,head,Soria,Castilla y León,absent,Center,Almajano, y ,había, algunas que el día de la boda,other,Coser,-2.3388044,41.8506238,30,9
singular,perros,head,Madrid,Community of Madrid,present,Center,Madrid,*_fz ese_dd0000 día_nc0s000 no_rn,habría_vaic000,perros_nc0p000 en_sp000 la_da0000 perrera_nc0s000 debe_vmip000 ser_vsn0000 ..._fs,other,Twitter,-3.7037902,40.4167754,27,6
plural,familias,head,Badajoz,Extremadura,absent,South,Tierra de Badajoz,indignante_aq0000 que_pr000000,hayan_vasp000,familias_nc0p000 españolas_aq0000 pasando_vmg0000 hambre_nc0s000 y_cc mal_rg viviendo_vmg0000 y_cc que_pr000000 vengan_vmip000 esta_dd0000 gente_nc0s000 y_cc se_p0000000 lo_pp000000 den_vmsp000 todo_pi000000 ..._fs httpst.coktmjimlfy8_nc0s000,other,Twitter,-6.9706535,38.8794495,105,8
singular,elecciones,tail.setting,Sevilla,Andalusia,present,South,Seville,el_da0000 ppopular_aq0000 decidirá_vmif000 el_da0000 día_nc0s000 17_z0 sobre_sp000 el_da0000 acuerdo_nc0s000 con_sp000 ciudadanoscs_nc0p000 pero_cc si_cs el_da0000 psoe_nc0s000 reitera_vmip000 el_da0000 no_rn,habrá_vaif000,elecciones_nc0p000 httpst.copmhongox6j_nc0s000,other,Twitter,-5.9844589,37.3890924,20,10
singular,aniversarios,tail.setting,Salamanca,Castile and León,absent,Center,Salamanca,dicen_vmip000 mi_dp0000 fibra_nc0s000 óptica_aq0000 y_cc mis_dp0000 discos_nc0p000 duros_aq0000 que_pr000000 antes_rg,había_vaii000,"aniversarios_nc0p000 de_sp000 verdad_nc0s000 en_sp000 rlspfansub_nc0s000 no_rn como_cs ahora_rg ,_fc que_pr000000 se_p0000000 han_vaip000 ablandao_nc0s000 ..._fs",other,Twitter,-5.6635397,40.9701039,64,12
singular,ganados,head,Alicante,Comunidad Valenciana,absent,East,Belmonte,"sí, aquí hay ganaos, antes ",había," más, ",other,Coser,-2.7055583,39.5579559,6,7
singular,kilos,tail.setting,Soria,Castilla y León,absent,Center,Tarancueña,si ,había," quince kilos,",other,Coser,-3.059811,41.3377983,9,5
